NAME,name_simp,state_abbrev,state,region,latitude,longitude,pct_pop_change,pop_change,population,median_age_male,median_age_female,median_income,median_value,pct_white,pct_black,pct_foreign_born,pct_married_hh,per_capita_for_sale,pct_only_english,vehicles_per_hh,pct_poverty,pct_bachelors
"Charlotte-Concord-Gastonia, NC-SC Metro Area",Charlotte,NC,North Carolina,South,35.22709,-80.84313,0.093663836315145,211804,2363388.1666666665,35.81666666666667,38.016666666666666,28413.166666666668,171800,0.6857219603296935,0.2210952933461558,0.09546731955231787,0.9194064725819875,0.0047108921097669875,0.8112193306657414,1.068566322504405,0.14010429518243195,0.14776441364653808
"Orlando-Kissimmee-Sanford, FL Metro Area",Orlando,FL,Florida,South,28.53834,-81.37924,0.12224169778456445,266898,2309607,35.48333333333334,38.01666666666667,25218.833333333332,170633.33333333334,0.7120570729132705,0.1620381735940357,0.16926869665127733,0.9179689373722202,0.0062507748432236885,0.6503942012645442,1.1236059378150427,0.1540778005377827,0.13240751925904856
"San Antonio-New Braunfels, TX Metro Area",San Antonio,TX,Texas,South,29.4241,-98.4936,0.10647942923961247,233480,2309117.3333333335,33.03333333333333,35.70000000000001,26170.833333333332,143650,0.7979159280486974,0.06602154762743397,0.1178259744849114,0.9179497596922153,0.0035655759949833644,0.5835381253904811,1.1311309041283624,0.15539906157504338,0.11042632163054512
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Portland,OR,Oregon,West,45.5051,-122.675,0.06960126798699987,157340,2336832.8333333335,36.73333333333333,38.31666666666666,30698.333333333332,290766.6666666667,0.8181307648806999,0.02835262000270023,0.12534187119503698,0.917197149776401,0.0033063982539900693,0.7711042231875522,0.9423353919522989,0.12742004010128521,0.15853680020044222
"Pittsburgh, PA Metro Area",Pittsburgh,PA,Pennsylvania,Northeast,40.44062,-79.99589,-0.007972456551065694,-18805,2353245.8333333335,40.98333333333333,44.666666666666664,28300,135366.66666666666,0.8720654981860161,0.08181260280569921,0.036055944006416665,0.9122553985460851,0.005050683541703922,0.9004001919334819,0.9160122060206805,0.11734636025772911,0.14111367455234702
"Sacramento--Roseville--Arden-Arcade, CA Metro Area",Sacramento,CA,California,West,38.58157,-121.4944,0.05396290748578574,117337,2232605.5,35.41666666666667,38.1,29627,308183.3333333333,0.6619534888720824,0.07103270147816083,0.18054645122033428,0.9152784170785612,0.003442987725925307,0.6767229290321704,0.9669604737210147,0.15235733914179345,0.13553835044599982
"Cincinnati, OH-KY-IN Metro Area",Cincinnati,OH,Ohio,Midwest,39.162,-84.45689,0.02161389393953668,45885,2144359.5,36.2,38.88333333333333,29298.833333333332,156233.33333333334,0.824248841359545,0.12187275501146147,0.04364100329259157,0.9166587317420404,0.004742286294190254,0.8788612637013523,1.0615197893665032,0.13341769418793817,0.1313106159049668
"San Juan-Carolina-Caguas, PR Metro Area",San Juan,PR,NA,South,18.4655,-66.1057,-0.07847290208135828,-182436,2242102.6666666665,36.98333333333333,40.76666666666667,13886.166666666666,131966.66666666666,0.677796719983682,0.10752139212179997,0.038598217625478944,0.9004268479369086,0.008300170018976235,0.05234907470784865,0.7485773504768918,0.4068723882403244,0.12622645290700338
"Las Vegas-Henderson-Paradise, NV Metro Area",Las Vegas,NV,Nevada,West,36.17497,-115.13722,0.08328540536439166,164649,2056712.1666666667,35.949999999999996,37.13333333333333,28221.666666666668,189300,0.6330802406073187,0.1092150068316965,0.22004723882526747,0.9106151290673206,0.005470138302450845,0.6162729138974478,1.0589988294892403,0.1485805865072839,0.10210592585755598
"Kansas City, MO-KS Metro Area",Kansas City,MO,Missouri,Midwest,39.11417,-94.62746,0.04015954203260065,81335,2064575,35.8,38.18333333333333,31217.333333333332,163133.33333333334,0.7884717193611276,0.12477951475081635,0.0649033497612503,0.916378832149912,0.004160662606105372,0.8414723772850747,1.0973141408199247,0.11853698703122918,0.14784326071951853
"Cleveland-Elyria, OH Metro Area",Cleveland,OH,Ohio,Midwest,41.4993,-81.6944,-0.004441890616210318,-9199,2064849.6666666667,39.4,42.63333333333333,27635,141666.66666666666,0.740805827833471,0.19964302485943689,0.057233464453990114,0.9066235652046879,0.005307811755141496,0.8501378389290325,0.9607929649315289,0.14900447151196963,0.12461092809177875
"Austin-Round Rock, TX Metro Area",Austin,TX,Texas,South,30.26715,-97.74306,0.15505838278998357,276319,1917949.6666666667,33.18333333333334,34.31666666666667,32821.333333333336,220433.33333333334,0.7781856110579196,0.07263833305323097,0.14762144435837646,0.9165928010049543,0.0033582737398913315,0.6705859851379485,1.1295632299595313,0.1316827222959796,0.17883481127155057
"Columbus, OH Metro Area",Columbus,OH,Ohio,Midwest,39.9612,-82.9988,0.06635718668786166,127820,1986594.3333333333,34.71666666666667,36.68333333333334,30114,162833.33333333334,0.7727451653860552,0.14712347748231774,0.07278243184357551,0.9139734416355242,0.004154513679441013,0.844930343940375,1.0948980882160548,0.14124507553379043,0.14634467395876663
"Indianapolis-Carmel-Anderson, IN Metro Area",Indianapolis,IN,Indiana,Midwest,39.76838,-86.15804,0.05005871445421711,95702,1959824.6666666667,35.13333333333334,37.23333333333334,29296.166666666668,145016.66666666666,0.7755216708161308,0.14753811310331502,0.06403157833506876,0.9156325948827615,0.004907156660612836,0.8465943552093265,1.0949238179986058,0.137765810342898,0.13682023255821862
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",San Jose,CA,California,West,37.33939,-121.89496,0.06063887240054316,113293,1931184.3333333333,35.78333333333333,37.71666666666666,39814.333333333336,738983.3333333334,0.4848617937904426,0.02524797822683248,0.3740735607320758,0.9280685831546284,0.0012911765888738741,0.45267247921957393,1.1668475189829863,0.09138304249568444,0.177362923925957
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",Nashville,TN,Tennessee,South,36.16589,-86.78444,0.0948753173816797,161535,1780680.6666666667,35.300000000000004,37.133333333333326,28912.166666666668,186016.66666666666,0.779117985219884,0.15187301035821132,0.07641834339752476,0.9189422491979606,0.004058279586719835,0.837601520167756,1.1119082791870025,0.13217951113076234,0.14241099190159867
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",Virginia Beach,VA,Virginia,South,36.8529,-75.978,0.019998957492960115,33763,1707858.5,33.65,37.53333333333333,30403,237100,0.5989629702929136,0.3074908333057647,0.06367887035137865,0.9145354164293593,0.004866133035416381,0.8524462067554192,1.1291156329799392,0.11626919521338175,0.12243676315494913
"Providence-Warwick, RI-MA Metro Area",Providence,RI,Rhode Island,Northeast,41.82399,-71.41283,0.008710854695251208,13951,1608389.1666666667,38.4,41.61666666666667,28892.333333333332,256583.33333333334,0.8302738713215655,0.05499860885658374,0.13044966832757618,0.9094471449420254,0.00402048219051463,0.7452888423044381,1.0486549223750588,0.1277417830572721,0.12697952972617013
"Milwaukee-Waukesha-West Allis, WI Metro Area",Milwaukee,WI,Wisconsin,Midwest,43.0389,-87.90647,0.009794818857365113,15286,1569788.8333333333,36.11666666666667,38.65,29941.333333333332,197216.66666666666,0.7399080109819441,0.16580011345475024,0.07077385036819708,0.9091165625354236,0.0031902380075961388,0.819420828682584,1.027929399683939,0.14609873748411809,0.14730155319192084
"Jacksonville, FL Metro Area",Jacksonville,FL,Florida,South,30.3322,-81.6557,0.08197065143259437,111776,1415595.3333333333,36.5,39.28333333333333,28425.833333333332,167733.33333333334,0.7032551204605083,0.2145431863060677,0.08485216820437856,0.9163178256999586,0.005817340454640286,0.8284947722819092,1.043159863376042,0.14073819589685002,0.13259886417634417
"Oklahoma City, OK Metro Area",Oklahoma City,OK,Oklahoma,South,35.46756,-97.51643,0.07194149456500473,91929,1325762.3333333333,33.61666666666667,35.86666666666667,27594.166666666668,140283.33333333334,0.7404831484376159,0.10134005919110188,0.08039399721468428,0.9159670476075705,0.004620486276197821,0.8084145046610919,1.1009828141423474,0.14736439688662145,0.12283285063411317
"Memphis, TN-MS-AR Metro Area",Memphis,TN,Tennessee,South,35.14953,-90.04898,0.010556102380678879,14060,1340111.5,34.083333333333336,37.166666666666664,26052.666666666668,136450,0.47505872956591044,0.4626274256532635,0.051111543081800784,0.9050990366062566,0.004650856788160289,0.8591033905263356,1.0694211689583273,0.1876719462024864,0.10953018958994583
"Raleigh, NC Metro Area",Raleigh,NC,North Carolina,South,35.7721,-78.63861,0.12036150681738625,139943,1231552.6666666667,34.88333333333333,36.81666666666667,32959,216716.66666666666,0.6880456865019712,0.1999428634531261,0.11834992575767499,0.9244641530304569,0.00408657580755783,0.7887537899313007,1.1278686452534885,0.11354447421114484,0.1864743637976776
"Louisville/Jefferson County, KY-IN Metro Area",Louisville,KY,Kentucky,South,38.25424,-85.75941,0.03244489428699955,40390,1265524,37.35,40.01666666666666,27769.833333333332,152216.66666666666,0.8058916043209505,0.1400850556765419,0.05148749977611382,0.9123863918516371,0.005413041027537473,0.8742005946416925,1.0427877203949294,0.13801345002807797,0.11297480990746388
"Richmond, VA Metro Area",Richmond,VA,Virginia,South,37.5407,-77.436,0.048947843588881004,59801,1251974.6666666667,36.766666666666666,39.76666666666666,31134.333333333332,218416.66666666666,0.6192604003701885,0.298969574464233,0.07380234530837153,0.9140340391369935,0.003748478403716369,0.8480428517722935,1.1006180621578407,0.11886901864893964,0.14596341672515203
"New Orleans-Metairie, LA Metro Area",New Orleans,LA,Louisiana,South,29.95465,-90.07507,0.044983663279136714,54396,1241653,36.333333333333336,38.63333333333333,26370.166666666668,179650,0.5812425049510612,0.3481772551053582,0.07366282420826646,0.9040908031821058,0.0052988502692244395,0.8319486201056173,0.988187107251536,0.17940935725735505,0.12220349270958417
"Hartford-West Hartford-East Hartford, CT Metro Area",Hartford,CT,Connecticut,Northeast,41.76371,-72.68509,-0.003720292647643966,-4516,1212902.3333333333,38.78333333333334,42.11666666666667,34754.333333333336,246166.66666666666,0.7668978293663107,0.10984698685549564,0.13010225885183943,0.9134974668551941,0.004335743438534622,0.7478428463737257,1.0784619260713317,0.09988190860104977,0.14448662670558526
"Salt Lake City, UT Metro Area",Salt Lake City,UT,Utah,West,40.76078,-111.89105,0.07093515279465865,78556,1146913.1666666667,31.400000000000002,32.36666666666667,29159.333333333332,243066.66666666666,0.8227610663347225,0.016279930520749972,0.11947809475259605,0.9282642177985115,0.0030813143511736357,0.7372245123468371,1.2106339695879778,0.11200746234930019,0.1273845346327439
"Birmingham-Hoover, AL Metro Area",Birmingham,AL,Alabama,South,33.52066,-86.80249,0.01313569726422077,14872,1139775.3333333333,36.75,39.63333333333333,26347.5,148616.66666666666,0.6644910429716266,0.2854926672683447,0.03960444251293969,0.9142607736487771,0.006148433931131457,0.8811464598578785,1.016884104826747,0.15815821597589702,0.12150610968360434
"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area",Buffalo,NY,New York,Northeast,42.8864,-78.8784,-0.0027540440382657896,-3125,1134973.1666666667,38.98333333333333,42.56666666666666,28128.166666666668,129100,0.8039361870376083,0.12182520027272305,0.06164477603655534,0.9056702577274235,0.00456941786729466,0.8607494244724434,0.967188948168658,0.1414197898070718,0.11736239285539644
