NAME,name_simp,state_abbrev,name_classic,state,region,latitude,longitude,median_income,median_value,median_age_male,median_age_female,population,pct_white,pct_black,pct_foreign_born,pct_married_hh,per_capita_for_sale,pct_speak_only_english,vehicles_per_hh,pct_poverty,pct_bachelors,year
"Denver-Aurora-Lakewood, CO Metro Area",Denver,CO,"Denver, CO",Colorado,West,39.73915,-104.9847,32477,247800,35.1,36.7,2601465,0.8137710866761613,0.055396862921469246,0.11977635678358156,0.47876111618564077,0.004460947965857699,0.7471482414716323,1.0324905000850149,0.1212762808648204,0.1697924054330925,2013
"St. Louis, MO-IL Metro Area",St. Louis,MO,"St. Louis, MO",Missouri,Midwest,38.62727,-90.19789,28370,158100,36.8,39.7,2792127,0.7665424960970615,0.18333729088970524,0.044357223005973584,0.4766968489677653,0.0066465458054021185,0.8776968239625204,1.0280604853314017,0.1286868398178163,0.12815104757054388,2013
"Baltimore-Columbia-Towson, MD Metro Area",Baltimore,MD,"Baltimore, MD",Maryland,South,39.29038,-76.61219,34644,281400,36.6,39.6,2734044,0.6215499823704373,0.2871197391117334,0.09244620788838805,0.4612395343731116,0.0052687520756798355,0.8306621985600817,1.049482086266494,0.10617934458991882,0.13773553022555599,2013
"Charlotte-Concord-Gastonia, NC-SC Metro Area",Charlotte,NC,"Charlotte, NC",North Carolina,South,35.22709,-80.84313,26954,164800,35.4,37.5,2261321,0.6973976715380081,0.21965965911075871,0.09181314815543658,0.49707764967618473,0.006115009766415294,0.8144955979270524,1.0313304235522582,0.14885989207193495,0.13936544170420742,2013
"Orlando-Kissimmee-Sanford, FL Metro Area",Orlando,FL,"Orlando, FL",Florida,South,28.53834,-81.37924,24376,161800,35.1,37.7,2183363,0.7210358515739251,0.16047720878296462,0.1624828303859688,0.4831734074206661,0.007830580622644974,0.6623186341437498,1.100764998404632,0.15263105585282888,0.12476120553476448,2013
"San Antonio-New Braunfels, TX Metro Area",San Antonio,TX,"San Antonio, TX",Texas,South,29.4241,-98.4936,25235,131100,32.8,35.6,2192724,0.7815602875692518,0.06454847942559118,0.11770975280062607,0.4928280171948584,0.004353489084809579,0.57205968466619606,1.0944216741558541,0.16113336653404622,0.106387306382381,2013
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Portland,OR,"Portland, OR",Oregon,West,45.5051,-122.675,29075,267500,36.2,37.9,2260591,0.8216506214525316,0.028734963555990447,0.12433960853599789,0.48933736510207854,0.004546156292757071,0.773049171654669,0.9174723887770442,0.134063171975824,0.14885576382459278,2013
"Pittsburgh, PA Metro Area",Pittsburgh,PA,"Pittsburgh, PA",Pennsylvania,Northeast,40.44062,-79.99589,26436,124800,40.8,44.4,2358746,0.8769659810763855,0.08197194611034847,0.033232912742618324,0.4707681825028635,0.005203188473875526,0.9011012631287981,0.9063981342102896,0.11935791306058388,0.13156694277382983,2013
"Sacramento--Roseville--Arden-Arcade, CA Metro Area",Sacramento,CA,"Sacramento, CA",California,West,38.58157,-121.4944,28414,272200,34.9,37.6,2174401,0.6683895932718942,0.07164455866236265,0.1762669351237421,0.4827476832820763,0.004465137755179472,0.6798957505998203,0.9354922200907402,0.1529377515922776,0.1300279939164855,2013
"Cincinnati, OH-KY-IN Metro Area",Cincinnati,OH,"Cincinnati, OH",Ohio,Midwest,39.162,-84.45689,27807,153400,35.9,38.6,2122940,0.8304733058871188,0.12118382997164309,0.04159514635364165,0.49096455538382655,0.006160324832543548,0.8784784308553233,1.0539015882266871,0.13591670042488246,0.12456169274685107,2013
"San Juan-Carolina-Caguas, PR Metro Area",San Juan,PR,"San Juan, PR",NA,South,18.4655,-66.1057,13633,136000,35.5,39.2,2324828,0.6577923183994687,0.09675984631981377,0.03952335398575722,0.4031837698747006,0.007234513693056002,0.04884705449177316,0.760112649815856,0.4065505061019568,0.11949443141600152,2013
"Las Vegas-Henderson-Paradise, NV Metro Area",Las Vegas,NV,"Las Vegas, NV",Nevada,West,36.17497,-115.13722,27970,165000,35.3,36.4,1976925,0.6656969788939894,0.105756161715796,0.21831227790634444,0.4457072520836326,0.007712482769958395,0.6201439103658459,1.0448935157409676,0.14958787005071006,0.09790811487537464,2013
"Kansas City, MO-KS Metro Area",Kansas City,MO,"Kansas City, MO",Missouri,Midwest,39.11417,-94.62746,30185,158300,35.5,37.9,2025297,0.7932130448028116,0.12525965327554428,0.06339514648962596,0.4889159629383843,0.005361682755664972,0.8411714430031744,1.0822133626476056,0.12253511460294465,0.14102079843104492,2013
"Cleveland-Elyria, OH Metro Area",Cleveland,OH,"Cleveland, OH",Ohio,Midwest,41.4993,-81.6944,26449,141900,39.3,42.2,2070965,0.7456248657027038,0.19994881613161014,0.057077256254934296,0.4367036573060357,0.0060725314044418905,0.8497792092092333,0.951861302255045,0.15069158580661673,0.11998609343953182,2013
"Austin-Round Rock, TX Metro Area",Austin,TX,"Austin, TX",Texas,South,30.26715,-97.74306,30932,192000,32.5,33.6,1782032,0.771121955161299,0.07334380078472216,0.14591657164405578,0.469877693440031,0.004107670344864739,0.6710502392774091,1.0876818090951494,0.14453556389559782,0.1706798755577902,2013
"Columbus, OH Metro Area",Columbus,OH,"Columbus, OH",Ohio,Midwest,39.9612,-82.9988,28865,158100,34.4,36.5,1926242,0.7839944306063309,0.14385783302409563,0.06836316516823951,0.4693573504843285,0.005640516612139077,0.8472087100167061,1.072236331788628,0.14794870011140865,0.1399673561265926,2013
"Indianapolis-Carmel-Anderson, IN Metro Area",Indianapolis,IN,"Indianapolis, IN",Indiana,Midwest,39.76838,-86.15804,28051,140200,34.8,37.1,1911795,0.7804257255615795,0.1455590165263535,0.06166194597224075,0.48077044556318166,0.00565489500704835,0.8472770354562074,1.0698336450600245,0.14064007908797752,0.1301630143399266,2013
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",San Jose,CA,"San Jose, CA",California,West,37.33939,-121.89496,37476,636900,35.5,37.2,1868323,0.5069273353697407,0.026014238437357996,0.36547963066343453,0.5587925386192231,0.00204568482002309,0.45808888505895395,1.1263993281947469,0.10063302758677167,0.17084144443974622,2013
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",Nashville,TN,"Nashville, TN",Tennessee,South,36.16589,-86.78444,27249,171800,35.1,37,1702603,0.7806382345150338,0.15260985678986821,0.07281380333524609,0.49323585615664073,0.005838706968095323,0.8407620566861447,1.0770288560110755,0.13923739121803497,0.1336377299934277,2013
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",Virginia Beach,VA,"Virginia Beach, VA",Virginia,South,36.8529,-75.978,29807,240000,33.3,37.3,1688238,0.6047127241538219,0.31004929399764725,0.06177505778213735,0.47906588182096604,0.005097622491615519,0.8546123236178785,1.125492466090593,0.11418532221167868,0.11750179773231026,2013
"Providence-Warwick, RI-MA Metro Area",Providence,RI,"Providence, RI",Rhode Island,Northeast,41.82399,-71.41283,27346,259500,38.1,41.3,1601565,0.8391104950470322,0.05367999425561872,0.12701326515002515,0.45356759851313105,0.004039174182752495,0.7479871250932681,1.0317451358259622,0.12723367456206897,0.1225882183988786,2013
"Milwaukee-Waukesha-West Allis, WI Metro Area",Milwaukee,WI,"Milwaukee, WI",Wisconsin,Midwest,43.0389,-87.90647,28499,198100,35.7,38.4,1560621,0.7488634332102413,0.16568788962855172,0.06945888848093162,0.4497157714544104,0.0032243574833351594,0.8190201208365132,1.0100287458415427,0.1499614576505122,0.1405498195910474,2013
"Jacksonville, FL Metro Area",Jacksonville,FL,"Jacksonville, FL",Florida,South,30.3322,-81.6557,27417,163600,36.3,38.8,1363610,0.7074603442333218,0.21637564992923197,0.08059195811119015,0.47920943351876516,0.007785950528376882,0.8309105976048871,1.030645224477004,0.1434405731844149,0.1270414561348186,2013
"Oklahoma City, OK Metro Area",Oklahoma City,OK,"Oklahoma City, OK",Oklahoma,South,35.46756,-97.51643,26104,130600,33.3,35.8,1277830,0.7417152516375418,0.10101656714899478,0.07879921429298108,0.48196520364596124,0.005427952075002152,0.8117589976757472,1.0832124410069524,0.1525476784861836,0.11904087398167205,2013
"Memphis, TN-MS-AR Metro Area",Memphis,TN,"Memphis, TN",Tennessee,South,35.14953,-90.04898,25249,134300,33.7,36.6,1331931,0.48379908568837277,0.4556332122309639,0.050801430404427854,0.42289047347756425,0.0060416042572775915,0.860147410038508,1.0503670217251357,0.1882222127122201,0.10553925090714159,2013
"Raleigh, NC Metro Area",Raleigh,NC,"Raleigh, NC",North Carolina,South,35.7721,-78.63861,31893,205400,34.2,36.2,1162689,0.6979725446787576,0.20209875555716103,0.11610499454282272,0.5221273910963511,0.005115727421520286,0.7858868536642215,1.1044166961328776,0.11911353767000461,0.1813408400698725,2013
"Louisville/Jefferson County, KY-IN Metro Area",Louisville,KY,"Louisville, KY",Kentucky,South,38.25424,-85.75941,26411,147100,37.1,39.7,1244880,0.8106243172032646,0.13900375939849624,0.04962406015037594,0.46864453467730416,0.006278516804832594,0.8744473362894416,1.0180477055234753,0.14580762804447014,0.10858717306085727,2013
"Richmond, VA Metro Area",Richmond,VA,"Richmond, VA",Virginia,South,37.5407,-77.436,30172,219000,36.4,39.3,1221729,0.6244109782120257,0.30118790664705514,0.07172785454057323,0.4713640320693316,0.004606586239665261,0.8498308544693627,1.0774118755522364,0.11630075082117229,0.13849552560346853,2013
"New Orleans-Metairie, LA Metro Area",New Orleans,LA,"New Orleans, LA",Louisiana,South,29.95465,-90.07507,25477,174700,36,38.4,1209239,0.5845370518152325,0.3456917945914745,0.07139035376794828,0.4141854049808569,0.00690351535139042,0.8313881705767016,0.9761721834746153,0.18003471604868848,0.11540481244815955,2013
"Hartford-West Hartford-East Hartford, CT Metro Area",Hartford,CT,"Hartford, CT",Connecticut,Northeast,41.76371,-72.68509,33175,249900,38.7,41.7,1213883,0.7721304277265602,0.10787612974232277,0.12826606847612168,0.4802387998513907,0.003910591053668269,0.7494107751735546,1.067969560705638,0.09894199029066228,0.1368822201151182,2013
"Salt Lake City, UT Metro Area",Salt Lake City,UT,"Salt Lake City, UT",Utah,West,40.76078,-111.89105,27316,228700,30.7,31.6,1107434,0.8507269959202987,0.016288103850884115,0.11622814542446773,0.5552805143913679,0.004099567107385181,0.7394246519431407,1.1866600436018435,0.12292199806038102,0.12154945576892166,2013
"Birmingham-Hoover, AL Metro Area",Birmingham,AL,"Birmingham, AL",Alabama,South,33.52066,-86.80249,25468,143400,36.4,39.2,1132182,0.6704151805981724,0.2845505404608093,0.04089536841249905,0.48217259764812903,0.007233819297604096,0.8798523558933105,1.0043922419041011,0.15817509905651211,0.11789888904787393,2013
"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area",Buffalo,NY,"Buffalo, NY",New York,Northeast,42.8864,-78.8784,26623,120700,39.1,42.3,1134695,0.8134185838485232,0.12040416147070358,0.05896474382983974,0.43021334904210634,0.004559815633275902,0.8618783020988019,0.9545640815490216,0.14018216348886706,0.11155244360819427,2013
"Rochester, NY Metro Area",Rochester,NY,"Rochester, NY",New York,Northeast,43.1566,-77.6088,26996,130100,38,40.7,1081126,0.8159132238055509,0.11454909048529034,0.06615880110181421,0.45980330573863476,0.0033169121822988253,0.8435298013367545,0.998026494660754,0.13495651755669552,0.1225037599687733,2013
"Grand Rapids-Wyoming, MI Metro Area",Grand Rapids,MI,"Grand Rapids, MI",Michigan,Midwest,42.96336,-85.66809,25264,139300,34.3,36.2,998916,0.8601343856740707,0.06452995046630547,0.06183803242715103,0.5422471078154515,0.005402856696659178,0.8396992339696231,1.074952236055225,0.14033812652915761,0.12294126833487501,2013
"Tucson, AZ Metro Area",Tucson,AZ,"Tucson, AZ",Arizona,West,32.22174,-110.92648,24147,167500,36.3,39.3,986891,0.7931281164789222,0.03626641645328613,0.1276432757011666,0.44391874825864946,0.007030158345754496,0.6703779850054362,0.8669777445637314,0.18712096877973353,0.11618000366808492,2013
"Urban Honolulu, HI Metro Area",Honolulu,HI,"Honolulu, HI",Hawaii,West,21.30694,-157.85833,31668,556300,35.6,39.2,964678,0.21294152038296715,0.023060544554763352,0.19594828533458833,0.5241201666865718,0.0021623795712144363,0.675084328656816,1.094744079302008,0.095269094972623,0.14280723723356395,2013
"Tulsa, OK Metro Area",Tulsa,OK,"Tulsa, OK",Oklahoma,South,36.15398,-95.99278,26028,127800,35.3,37.9,945802,0.7283680939562404,0.08119458406727835,0.05759133518431976,0.49315705210969374,0.005945218978179365,0.8439683993055629,1.0276517612266476,0.1462578848427049,0.11677074059898372,2013
"Fresno, CA Metro Area",Fresno,CA,"Fresno, CA",California,West,36.7378,-119.7871,20810,195400,30.1,31.8,939605,0.5965442925484645,0.05086179830886383,0.2185482197306315,0.48004389067357695,0.003383336614854114,0.5157869530281342,0.9821055791533103,0.25498374316867195,0.07724309683324376,2013
"Bridgeport-Stamford-Norwalk, CT Metro Area",Bridgeport,CT,"Bridgeport, CT",Connecticut,Northeast,41.16704,-73.20483,35273,432100,38.2,40.9,926233,0.7499041817771555,0.1105704504158241,0.20288739442451306,0.53391952623589,0.004369310961712658,0.6745872798745024,1.0142790578827914,0.08956493668439798,0.1704333574813249,2013
"Worcester, MA-CT Metro Area",Worcester,MA,"Worcester, MA",Massachusetts,Northeast,42.26259,-71.80229,30696,251200,38.3,40.5,920803,0.8668325363840039,0.04020295329185505,0.10477376811326636,0.5022680916314839,0.0038292664120338446,0.7779101501624126,1.1060547426247014,0.10861715263742625,0.13261577123445514,2013
"Omaha-Council Bluffs, NE-IA Metro Area",Omaha,NE,"Omaha, NE",Nebraska,Midwest,41.25861,-95.93779,29868,145900,33.8,36,876355,0.842270541047863,0.0769357166901541,0.06806716456230637,0.49829602583990057,0.004460521135841069,0.825194127950431,1.1583168472473921,0.11818384102332959,0.14271955999566385,2013
"Albuquerque, NM Metro Area",Albuquerque,NM,"Albuquerque, NM",New Mexico,West,35.08449,-106.65114,26477,179100,35.4,38,893241,0.7128792789403979,0.026950173581373894,0.09775861161769332,0.4431162876169308,0.004886699110318492,0.645889519177915,0.9754806303980679,0.17795981151783224,0.11130814640169898,2013
"Greenville-Anderson-Mauldin, SC Metro Area",Greenville,SC,"Greenville, SC",South Carolina,South,34.8526,-82.394,23182,137300,36.5,39.3,834277,0.787052741475553,0.1658214238196666,0.05757919731695828,0.502962846347607,0.007008463615801467,0.8593296950533216,1.0017947103274558,0.16298183936510297,0.11073300594406893,2013
"Bakersfield, CA Metro Area",Bakersfield,CA,"Bakersfield, CA",California,West,35.37329,-119.01871,21101,161700,30.2,31.4,848204,0.7228720920910535,0.05605726924183333,0.20593277089002174,0.5088592123664655,0.004573192298079236,0.5291981645924801,1.0010146080048263,0.22024300757836557,0.05822184285855761,2013
"Albany-Schenectady-Troy, NY Metro Area",Albany,NY,"Albany, NY",New York,Northeast,42.6526,-73.7562,31266,197500,38.4,41.1,873238,0.8484846055714479,0.07793178950068595,0.0692503074763123,0.4637563135141691,0.004180990749371878,0.8615554980429161,1.0345644144495367,0.10846642038023999,0.12787922651098554,2013
"Knoxville, TN Metro Area",Knoxville,TN,"Knoxville, TN",Tennessee,South,35.96064,-83.92074,23894,147000,38.6,41.3,843268,0.9030830056399626,0.059526745945535704,0.03638107932472239,0.5033917492299457,0.005622174682307404,0.8969900434974409,0.9584214544592946,0.1545914228928407,0.11301982287955904,2013
"New Haven-Milford, CT Metro Area",New Haven,CT,"New Haven, CT",Connecticut,Northeast,41.30815,-72.92816,30854,256900,37.9,40.7,862611,0.7531471312097805,0.12561745676788263,0.11680699643292283,0.4608353937191514,0.004147871984011333,0.7431008878857329,1.0388765079432827,0.1200993263475657,0.12104297302028377,2013
"McAllen-Edinburg-Mission, TX Metro Area",McAllen,TX,"McAllen, TX",Texas,South,26.2034,-98.23,15986,78100,27.1,29.7,790646,0.8883191719176471,0.005735816028918125,0.2931969554010265,0.5728900138269382,0.004057441636332822,0.13660475105167166,1.0769852681093843,0.3441046941361874,0.06231486657745691,2013
"Oxnard-Thousand Oaks-Ventura, CA Metro Area",Oxnard,CA,"Oxnard, CA",California,West,34.1975,-119.17705,29738,442200,35.1,38,829017,0.7597769406417479,0.01830963659370073,0.2281062993883117,0.5579123545357876,0.0022617147778634214,0.5804127056501857,1.1762569455885217,0.10913045208964352,0.12806251259021226,2013
"El Paso, TX Metro Area",El Paso,TX,"El Paso, TX",Texas,South,31.75872,-106.48693,19537,111400,29.4,33.1,816409,0.8090209686566414,0.032504541228722365,0.25982197648482563,0.5016616732055683,0.0034198545091982083,0.2473907073537896,1.0713603902302187,0.2298272067064425,0.08236802876989352,2013
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",Allentown,PA,"Allentown, PA",Pennsylvania,Northeast,40.60843,-75.49018,27379,207000,39.3,42.1,823731,0.8534958621200368,0.05207039676787689,0.08063554728424692,0.5230562197133396,0.004928793501762104,0.7950920871012502,1.0412378054237894,0.10999221833341224,0.11456045723664643,2013
"Baton Rouge, LA Metro Area",Baton Rouge,LA,"Baton Rouge, LA",Louisiana,South,30.45075,-91.15455,26212,158100,33.2,35.6,808816,0.6023347708255029,0.3555555280805523,0.03564840458151174,0.4527546947920504,0.004724189432454353,0.8709224347688473,1.0992251100830313,0.1660117999643924,0.11529569147989159,2013
"Columbia, SC Metro Area",Columbia,SC,"Columbia, SC",South Carolina,South,34.0007,-81.0348,25866,139400,34.1,37.4,776794,0.6101115611088654,0.33232234028584157,0.048356449715111084,0.45503600178055054,0.0058393859890781856,0.8696372526049377,1.0401779191344622,0.15352976464802767,0.12263096779841245,2013
"Dayton, OH Metro Area",Dayton,OH,"Dayton, OH",Ohio,Midwest,39.75895,-84.19161,25204,124000,37.3,40.6,801888,0.7917190430583823,0.15610658845125505,0.036340486451973346,0.4452859762500268,0.006503401971347619,0.8902527535017359,0.9447946291630568,0.15698701065485454,0.10146304720858773,2013
"North Port-Sarasota-Bradenton, FL Metro Area",North Port,FL,"North Port, FL",Florida,South,27.04422,-82.23593,25917,170900,48.2,51.3,712581,0.8783197980299784,0.06590829674100207,0.12334878420839175,0.49659322887669344,0.010745445079226082,0.8143397031355032,0.7816518200376468,0.13367603121610033,0.13134927818732187,2013
"Charleston-North Charleston, SC Metro Area",Charleston,SC,"Charleston, SC",South Carolina,South,32.7765,-79.9311,26582,186900,34.3,36.9,682904,0.6702098684441737,0.2737676159460188,0.0526399025338847,0.4614038468951162,0.0072923866312102435,0.8660895235640734,1.0421115522491615,0.15469231400021086,0.1357189297470801,2013
"Greensboro-High Point, NC Metro Area",Greensboro,NC,"Greensboro, NC",North Carolina,South,36.07264,-79.79198,24288,140600,36.9,39.2,730342,0.6577014604116975,0.2581721987781067,0.08360466740239504,0.45824003660235835,0.0072869970506967965,0.8328002497460094,0.9818339999861355,0.17588335327832713,0.12022449756415488,2013
"Little Rock-North Little Rock-Conway, AR Metro Area",Little Rock,AR,"Little Rock, AR",Arkansas,South,34.74648,-92.28959,26142,135000,34.7,37.2,709447,0.7283588485115872,0.22438885498141511,0.03933627177223951,0.47089997438055853,0.00793716796321642,0.8750590248461125,1.067745123156315,0.14540902985000995,0.1173110887775972,2013
"Stockton-Lodi, CA Metro Area",Stockton,CA,"Stockton, CA",California,West,37.9577,-121.29078,23677,208000,31.8,34.1,693177,0.587565657833425,0.07198882825021603,0.23080252229949927,0.5183867361281853,0.003824420025476898,0.5544110667261032,1.0058776320611609,0.1776097591235716,0.07519291609502335,2013
"Cape Coral-Fort Myers, FL Metro Area",Cape Coral,FL,"Cape Coral, FL",Florida,South,26.56285,-81.94953,24567,149400,44.6,47.4,633968,0.841793276632259,0.08367141559195417,0.15061170279887945,0.5188236706675333,0.012991191984453474,0.7476071347449713,0.8240557112751572,0.15229317568079145,0.11336692072786009,2013
"Colorado Springs, CO Metro Area",Colorado Springs,CO,"Colorado Springs, CO",Colorado,West,38.83388,-104.82136,29330,214200,32.6,36.1,657699,0.8168645535419699,0.05751871296748209,0.07022209247695374,0.5307721332559753,0.0050174928044591826,0.8235682280192003,1.0352655260413919,0.11879902508594357,0.13634656583026583,2013
"Akron, OH Metro Area",Akron,OH,"Akron, OH",Ohio,Midwest,41.08144,-81.51901,26065,139100,38.4,40.8,704979,0.8318772615921892,0.11877516918943685,0.04145939098895145,0.4678089470335896,0.0055973298495416175,0.8925372245130706,1.0429616834952216,0.1518371469221069,0.12427462378311978,2013
"Boise City, ID Metro Area",Boise,ID,"Boise, ID",Idaho,West,43.6135,-116.20345,25039,166300,33.8,35.3,628966,0.9173691423701759,0.007531408692997714,0.06645033276838494,0.5470539273667149,0.006649008054489432,0.8201890086268574,1.0051036053795943,0.1542038838347383,0.12700368541383794,2013
"Lakeland-Winter Haven, FL Metro Area",Lakeland,FL,"Lakeland, FL",Florida,South,28.03947,-81.9498,22453,111400,38.8,41.2,610295,0.7888873413676992,0.14813491835915418,0.10217517757805651,0.5076796939054387,0.009483938095511187,0.757278037670307,0.9245923294160517,0.17779434535757296,0.08393973406303509,2013
"Winston-Salem, NC Metro Area",Winston-Salem,NC,"Winston-Salem, NC",North Carolina,South,36.09986,-80.24422,24998,142800,38.2,40.6,644250,0.7610849825378347,0.17624369421808303,0.06942491268917346,0.49191057739037736,0.0073341094295692666,0.8350019402405898,0.9715537648737204,0.17066201008925105,0.11378812572759023,2013
"Syracuse, NY Metro Area",Syracuse,NY,"Syracuse, NY",New York,Northeast,43.04812,-76.14742,27158,122900,37.5,40.1,661838,0.8543253787180549,0.08079016315170783,0.05625092545305649,0.45597772108512336,0.004810844949972652,0.8638926746424351,0.9808370172739489,0.14248955182386022,0.1095751528319619,2013
