NAME,name_simp,state_abbrev,name_classic,state,region,latitude,longitude,median_income,median_value,median_age_male,median_age_female,population,pct_white,pct_black,pct_foreign_born,pct_married_hh,per_capita_for_sale,pct_speak_only_english,vehicles_per_hh,pct_poverty,pct_bachelors,year
"New Orleans-Metairie, LA Metro Area",New Orleans,LA,"New Orleans, LA",Louisiana,South,29.95465,-90.07507,25690,173600,36.1,38.4,1226440,0.5839886174619223,0.3469423697857213,0.07196438472326408,0.40864672912281746,0.006103029907700336,0.831436515443071,0.9810401476519475,0.1836543165584945,0.11747496820064578,2014
"Hartford-West Hartford-East Hartford, CT Metro Area",Hartford,CT,"Hartford, CT",Connecticut,Northeast,41.76371,-72.68509,33437,247200,38.8,41.8,1215159,0.7715755715918657,0.10849032924909414,0.12779479886994213,0.47681975182295,0.004002768362000364,0.7489826434236179,1.0689096413798984,0.10330006196719936,0.13965744400527008,2014
"Salt Lake City, UT Metro Area",Salt Lake City,UT,"Salt Lake City, UT",Utah,West,40.76078,-111.89105,27704,227700,31,31.9,1123643,0.8388740907921822,0.01600419350274064,0.1189336826732334,0.5539357725573654,0.0038855757567127637,0.7370908731687912,1.1936099969987177,0.12543930768046435,0.1219408655596128,2014
"Birmingham-Hoover, AL Metro Area",Birmingham,AL,"Birmingham, AL",Alabama,South,33.52066,-86.80249,25425,144000,36.6,39.5,1135534,0.6677158059556121,0.2849047232403433,0.03933039433429558,0.47906702407946317,0.007393878122539704,0.881005764688684,1.008138179214365,0.16518659943251368,0.11725056229051706,2014
"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area",Buffalo,NY,"Buffalo, NY",New York,Northeast,42.8864,-78.8784,26959,122600,39.1,42.5,1135667,0.8086587001295275,0.1206674139514488,0.05976487826096911,0.4267065218547555,0.004581448611256644,0.8626806977749639,0.9593434531471061,0.14112235364768017,0.11316169264405851,2014
"Rochester, NY Metro Area",Rochester,NY,"Rochester, NY",New York,Northeast,43.1566,-77.6088,27284,130900,37.9,40.9,1082578,0.8142350943765715,0.11417468302514923,0.06644047819187163,0.45137527074551087,0.003152659669788228,0.842933257465051,0.9984977991010084,0.14052197624559154,0.12230712244290942,2014
"Grand Rapids-Wyoming, MI Metro Area",Grand Rapids,MI,"Grand Rapids, MI",Michigan,Midwest,42.96336,-85.66809,25583,139100,34.5,36.4,1007329,0.855785944810484,0.06537586031971679,0.06347777141331183,0.5387484615095212,0.004780960341656003,0.8403133435054486,1.088189767761839,0.13839867610284226,0.1252907441362256,2014
"Tucson, AZ Metro Area",Tucson,AZ,"Tucson, AZ",Arizona,West,32.22174,-110.92648,24266,161700,36.4,39.4,993144,0.7877961302691251,0.035670557341130796,0.12798345456449417,0.44022995947223265,0.006719065915919545,0.670133434829189,0.8702334554777227,0.18550079343982342,0.11618858896595055,2014
"Urban Honolulu, HI Metro Area",Honolulu,HI,"Honolulu, HI",Hawaii,West,21.30694,-157.85833,31971,564400,35.3,39,975690,0.21507548504135535,0.024771187569822384,0.19376236304563949,0.5228299386408117,0.001964763398210497,0.6773473131834906,1.0956790621040107,0.09442445858828111,0.1450860416730724,2014
"Tulsa, OK Metro Area",Tulsa,OK,"Tulsa, OK",Oklahoma,South,36.15398,-95.99278,26425,129100,35.4,38,954055,0.7253460230280225,0.08054462268946759,0.05869158486670056,0.4885210429514227,0.0057114107677230345,0.8422344623737625,1.0319430920696744,0.14691815461372773,0.1176284386120297,2014
"Fresno, CA Metro Area",Fresno,CA,"Fresno, CA",California,West,36.7378,-119.7871,20721,191700,30.3,32,948844,0.5859414192427839,0.050878753514803275,0.21744881139576158,0.4773166980003418,0.0028287052455408896,0.513427918604112,0.9913860878482311,0.268768100973395,0.07753223923005256,2014
"Bridgeport-Stamford-Norwalk, CT Metro Area",Bridgeport,CT,"Bridgeport, CT",Connecticut,Northeast,41.16704,-73.20483,35688,422400,38.1,41,934215,0.7433781303019112,0.11050132999363102,0.20474408995787907,0.5316579810615828,0.004107191599364172,0.6732861279255846,1.0233671762088383,0.08937664242171235,0.1718790642411008,2014
"Worcester, MA-CT Metro Area",Worcester,MA,"Worcester, MA",Massachusetts,Northeast,42.26259,-71.80229,30761,247200,38.4,40.9,924722,0.8624678552040506,0.04140271346415463,0.10655959304526116,0.5000028998787851,0.004196937025397903,0.77504266147015,1.1153078801306104,0.11170167899109137,0.13654157681984425,2014
"Omaha-Council Bluffs, NE-IA Metro Area",Omaha,NE,"Omaha, NE",Nebraska,Midwest,41.25861,-95.93779,30146,145900,33.9,36,886157,0.8453908280361155,0.07734295390094532,0.0685815267497746,0.4934263403988196,0.003954152593727748,0.8247285751847585,1.1639865534780849,0.12044254009165418,0.14449245449734077,2014
"Albuquerque, NM Metro Area",Albuquerque,NM,"Albuquerque, NM",New Mexico,West,35.08449,-106.65114,26475,177100,35.6,38.2,899137,0.7175658436923406,0.02670783206563627,0.09766364858747888,0.439959554636108,0.004611088187895727,0.6459360475656102,0.9688437042374655,0.18440015259076203,0.11295386576239216,2014
"Greenville-Anderson-Mauldin, SC Metro Area",Greenville,SC,"Greenville, SC",South Carolina,South,34.8526,-82.394,23431,137600,36.8,39.4,842817,0.7858028492543458,0.16707778794210368,0.05633488645815165,0.5014826873982507,0.0063465734554476235,0.862076820946896,1.0127895458820662,0.1643049440151302,0.11101342284268115,2014
"Bakersfield, CA Metro Area",Bakersfield,CA,"Bakersfield, CA",California,West,35.37329,-119.01871,21224,161800,30.4,31.6,857730,0.7373555780956711,0.056442003893999275,0.2043323656628543,0.5106639714127191,0.00373077775057419,0.5253891084607044,1.007131300511762,0.22497988877618832,0.0595373835589288,2014
"Albany-Schenectady-Troy, NY Metro Area",Albany,NY,"Albany, NY",New York,Northeast,42.6526,-73.7562,31608,196800,38.4,41.2,875567,0.8453642039958107,0.07672856560377447,0.06911178699060151,0.45604359227520935,0.0039871306250692405,0.8629002691969889,1.035949810161744,0.1113369964834216,0.12844590990752278,2014
"Knoxville, TN Metro Area",Knoxville,TN,"Knoxville, TN",Tennessee,South,35.96064,-83.92074,23859,148200,38.8,41.6,847765,0.9008569591809051,0.05929591337221989,0.0379751464143955,0.4987506598627485,0.005272687596208855,0.8965739326346334,0.9602909261540267,0.15903699728108614,0.1134630469528702,2014
"New Haven-Milford, CT Metro Area",New Haven,CT,"New Haven, CT",Connecticut,Northeast,41.30815,-72.92816,31002,250400,38.1,40.8,863148,0.7521676467998536,0.12715664057612366,0.11700079244810856,0.4547855915569606,0.0040896810280508095,0.7420581406664906,1.0371278501678458,0.12313299689045216,0.12319787568296514,2014
"McAllen-Edinburg-Mission, TX Metro Area",McAllen,TX,"McAllen, TX",Texas,South,26.2034,-98.23,16382,78900,27.3,30,806447,0.9118627758550779,0.005882593648435669,0.2894176554689893,0.569427990052001,0.0034496997322824687,0.13595189764485452,1.0843319014243726,0.34189103561672374,0.0645845294235083,2014
"Oxnard-Thousand Oaks-Ventura, CA Metro Area",Oxnard,CA,"Oxnard, CA",California,West,34.1975,-119.17705,29886,444800,35.5,38.2,835790,0.7768434654638127,0.017988968520800678,0.2280022493688606,0.5563997924048554,0.0018856411299489105,0.577515883176396,1.1844497795235018,0.10997020782732504,0.1295732181528853,2014
"El Paso, TX Metro Area",El Paso,TX,"El Paso, TX",Texas,South,31.75872,-106.48693,19745,112500,29.6,33.3,827206,0.8172885593189605,0.03387064407173062,0.25929816756648283,0.49940453635034915,0.0036327105944589377,0.2512651020422966,1.0822551832404048,0.23076355829140505,0.08365389032478004,2014
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",Allentown,PA,"Allentown, PA",Pennsylvania,Northeast,40.60843,-75.49018,27692,202900,39.6,42.2,826260,0.8477150049621185,0.052930070437876696,0.08228644736523612,0.518866361150593,0.004895553457749377,0.794914433713359,1.0473857979642176,0.1088809817732917,0.11575533125166412,2014
"Baton Rouge, LA Metro Area",Baton Rouge,LA,"Baton Rouge, LA",Louisiana,South,30.45075,-91.15455,26529,158600,33.4,35.6,814805,0.6012555151232504,0.35588146857223507,0.03622093629764177,0.44925724371231063,0.004804830603641362,0.8718319107025607,1.0935598818007997,0.17012536741919845,0.11535152582519743,2014
"Columbia, SC Metro Area",Columbia,SC,"Columbia, SC",South Carolina,South,34.0007,-81.0348,25675,138500,34.3,37.6,784698,0.6074145722303358,0.3315135249484515,0.05013266250200714,0.44960008635840765,0.006022699178537476,0.8692669026810315,1.0398429356461194,0.1589031703916666,0.12297597292206683,2014
"Dayton, OH Metro Area",Dayton,OH,"Dayton, OH",Ohio,Midwest,39.75895,-84.19161,25575,122700,37.5,40.9,801259,0.7898032970612499,0.15632648120021117,0.037429844781774683,0.4416950985213399,0.006036749665214369,0.8897535004287004,0.9414583785137649,0.1632206315311279,0.10406622577718316,2014
"North Port-Sarasota-Bradenton, FL Metro Area",North Port,FL,"North Port, FL",Florida,South,27.04422,-82.23593,26360,169000,48.7,51.7,722784,0.8780396356311152,0.0661013525479258,0.12219971665117103,0.5005536230463965,0.00976225262319033,0.8157111944924071,0.7907827478647135,0.13064483995218487,0.13390445831673087,2014
"Charleston-North Charleston, SC Metro Area",Charleston,SC,"Charleston, SC",South Carolina,South,32.7765,-79.9311,26943,186700,34.5,37,697281,0.672145089282513,0.2706283406546285,0.050629516651106224,0.4611611997100399,0.006611394832212551,0.8672443390828088,1.0428937114896701,0.153808866152957,0.13762457316347354,2014
"Greensboro-High Point, NC Metro Area",Greensboro,NC,"Greensboro, NC",North Carolina,South,36.07264,-79.79198,24644,140000,37.1,39.4,735777,0.656023496249543,0.2596534004188769,0.08461531143267594,0.45546204024027126,0.006511483778373067,0.8315929962475044,0.9782275692328876,0.17594189543842767,0.12152866969203985,2014
"Little Rock-North Little Rock-Conway, AR Metro Area",Little Rock,AR,"Little Rock, AR",Arkansas,South,34.74648,-92.28959,26343,136400,34.8,37.3,716849,0.7273805222578256,0.22632520935371325,0.03998052588480977,0.469274659569426,0.008884716307060482,0.8758818105347151,1.0724428969867108,0.1455759860165809,0.12008107704690946,2014
"Stockton-Lodi, CA Metro Area",Stockton,CA,"Stockton, CA",California,West,37.9577,-121.29078,23500,211300,32.1,34.4,701050,0.578358177020184,0.07185935382640325,0.23063404892661007,0.5139756053795154,0.002965551672491263,0.5539875900435062,1.014341386656115,0.18969545681477784,0.07575921831538407,2014
"Cape Coral-Fort Myers, FL Metro Area",Cape Coral,FL,"Cape Coral, FL",Florida,South,26.56285,-81.94953,24594,150000,45.1,47.8,647554,0.8425629368361558,0.0860051825793679,0.15358410263854444,0.5086990624276094,0.01053348446616035,0.7459964728810261,0.8413360914569964,0.1579883685376046,0.11707440614991182,2014
"Colorado Springs, CO Metro Area",Colorado Springs,CO,"Colorado Springs, CO",Colorado,West,38.83388,-104.82136,29393,215300,32.5,35.9,669070,0.8119927660782877,0.05786688986204732,0.0700210740281286,0.5289972574219767,0.004551093308622416,0.8251005126518899,1.0424198746822013,0.11980360799318457,0.1356659243427444,2014
"Akron, OH Metro Area",Akron,OH,"Akron, OH",Ohio,Midwest,41.08144,-81.51901,26239,137600,38.7,41.2,703017,0.8286584819428264,0.11905402003081006,0.04207010641278945,0.4638405406172805,0.004776555901208648,0.8936882038414434,1.0448373037281014,0.1467674323665004,0.12626010466318738,2014
"Boise City, ID Metro Area",Boise,ID,"Boise, ID",Idaho,West,43.6135,-116.20345,25449,164400,34.2,35.6,639616,0.9153382654592755,0.00820023263958375,0.06737479987992796,0.5427474079432331,0.005734690814488693,0.8205579597758655,1.0119355172057456,0.1528698469081449,0.12906493896337803,2014
"Lakeland-Winter Haven, FL Metro Area",Lakeland,FL,"Lakeland, FL",Florida,South,28.03947,-81.9498,22736,107100,39.1,41.5,617323,0.7878873782444522,0.1505386969220327,0.10075438627752409,0.5061662344257241,0.009035788396026067,0.757282654299289,0.9275875514608535,0.18008400788566115,0.08682002776504358,2014
"Winston-Salem, NC Metro Area",Winston-Salem,NC,"Winston-Salem, NC",North Carolina,South,36.09986,-80.24422,25006,141900,38.4,40.9,648045,0.7646768357135693,0.1769105540510304,0.06972972555918185,0.4848205820500115,0.006536583107654561,0.8360360777415149,0.9705190381621609,0.17502333942858905,0.11428835960465708,2014
"Syracuse, NY Metro Area",Syracuse,NY,"Syracuse, NY",New York,Northeast,43.04812,-76.14742,27325,124400,37.5,40.1,662236,0.8501032864416915,0.08194963728942552,0.05687549453669085,0.45237464758018037,0.004887985551978449,0.8637071980381616,0.9775658499353572,0.14745498583586517,0.11088041121292107,2014
"Ogden-Clearfield, UT Metro Area",Ogden,UT,"Ogden, UT",Utah,West,41.223,-111.97383,27931,198200,30,31.3,614521,0.8943583701777482,0.011254293994835001,0.05525604495208463,0.6408971313255166,0.0031471666550044668,0.8138094548436913,1.1901295118399877,0.09842299937675035,0.11733366312949435,2014
"Madison, WI Metro Area",Madison,WI,"Madison, WI",Wisconsin,Midwest,43.0731,-89.4012,31476,217500,34.8,36.9,620368,0.871207089985299,0.04336780749490625,0.06834491785520852,0.47382334078928845,0.004360315167771387,0.8423645320197044,1.0253046252991507,0.1222242282000361,0.16879819719908185,2014
"Wichita, KS Metro Area",Wichita,KS,"Wichita, KS",Kansas,Midwest,37.69224,-97.33754,27324,122800,34.3,36.4,636095,0.8229289650130877,0.07554689158066012,0.07298752544824279,0.497884886553006,0.0060887131639141955,0.815019769059653,1.0896452481278247,0.1410889882800525,0.12432419685738766,2014
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",Deltona,FL,"Deltona, FL",Florida,South,28.90054,-81.26367,22851,139800,44.8,47.8,597824,0.8219777058130822,0.10563644149448667,0.08421542126110695,0.48488398539250144,0.01060178246440424,0.8239582218177925,0.8321854173908192,0.17069572315597903,0.10109162562894765,2014
"Des Moines-West Des Moines, IA Metro Area",Des Moines,IA,"Des Moines, IA",Iowa,Midwest,41.60054,-93.60911,32485,157800,34.5,36.3,590741,0.875871151655294,0.04846286274357121,0.07513614257347975,0.5145981272626009,0.004763508881218673,0.8272119253615374,1.167828425229741,0.11005499872194413,0.16297497549687595,2014
"Springfield, MA Metro Area",Springfield,MA,"Springfield, MA",Massachusetts,Northeast,42.1015,-72.5898,25143,214000,36.3,39.6,626775,0.80969566431335,0.07139882733038172,0.08834430218180368,0.429242490867271,0.0030968050735910016,0.7480978022416338,1.0014925246921933,0.15801683219656176,0.10862271149934187,2014
"Toledo, OH Metro Area",Toledo,OH,"Toledo, OH",Ohio,Midwest,41.66394,-83.55521,23908,115900,35.6,38.7,608847,0.7884394601599417,0.14176139489888265,0.03336306165588399,0.42924820195479785,0.0055892531292755,0.8832645968527397,0.9792635698625084,0.1860861595770366,0.0985337859922115,2014
"Provo-Orem, UT Metro Area",Provo,UT,"Provo, UT",Utah,West,40.23384,-111.65853,21634,221100,24.4,24.7,550774,0.91688605489729,0.0060242495106885945,0.07064240505179983,0.7091055980072037,0.0025745587119217683,0.7766996989690872,1.228935941024001,0.13460148808767297,0.12372588393787652,2014
"Augusta-Richmond County, GA-SC Metro Area",Augusta,GA,"Augusta, GA",Georgia,South,33.47097,-81.97484,23935,125900,35.1,38.4,575669,0.5876328237233549,0.3556522932449029,0.042168329369828846,0.4602464356891001,0.007997651428164448,0.8746762462456724,1.0060315422351678,0.19079887921705008,0.09822658506885033,2014
"Jackson, MS Metro Area",Jackson,MS,"Jackson, MS",Mississippi,South,32.29876,-90.18481,24630,129800,34,36.6,574998,0.4839234223423386,0.4857599504693929,0.02472356425587567,0.44315518332906445,0.005085235079078536,0.8942535452297226,1.0691416613909521,0.1923206689414572,0.11424387563087177,2014
"Palm Bay-Melbourne-Titusville, FL Metro Area",Palm Bay,FL,"Palm Bay, FL",Florida,South,28.03446,-80.58866,25507,138500,44.9,47.6,548891,0.8320103627131799,0.10207126733723089,0.08787537051982998,0.47998032331146034,0.008273045103672678,0.8547489392247277,0.8695652173913043,0.13861221991251452,0.12118435172010472,2014
"Harrisburg-Carlisle, PA Metro Area",Harrisburg,PA,"Harrisburg, PA",Pennsylvania,Northeast,40.2737,-76.88442,30249,169900,38.8,41.5,555154,0.8208875375121137,0.10187443484150344,0.05618080748765208,0.4874920942499966,0.004634749997298047,0.8566451831383725,1.0373465387392964,0.10817719047327408,0.12344502606483966,2014
"Durham-Chapel Hill, NC Metro Area",Durham,NC,"Durham, NC",North Carolina,South,35.99403,-78.89862,27698,194100,34.7,36.8,525050,0.618329682887344,0.2685648985810875,0.12126845062375012,0.4406600155718797,0.005056661270355204,0.7804666222264546,0.9425581406595319,0.16629463860584706,0.15327302161698886,2014
"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",Scranton,PA,"Scranton, PA",Pennsylvania,Northeast,41.40897,-75.66241,23856,132500,40.9,44.2,562644,0.9206763068654424,0.0328644755831396,0.050216477914987095,0.45559816460887104,0.006362815563660147,0.8656468388536979,0.9503690732161462,0.14687617747634382,0.10052537661469775,2014
"Spokane-Spokane Valley, WA Metro Area",Spokane,WA,"Spokane, WA",Washington,West,47.65966,-117.42908,25585,181100,36.7,39.6,533456,0.8925572118412765,0.017875888545634502,0.05292282774961759,0.49046780636489273,0.005220674244923668,0.8711908760984973,0.8867921849264497,0.1547212891035062,0.11653069793947392,2014
"New York-Newark-Jersey City, NY-NJ-PA Metro Area",New York,NY,"New York, NY",New York,Northeast,40.71427,-74.00597,31887,398800,36.3,39.4,19979950,0.5897694939176524,0.1712283063771431,0.286319285083296,0.46023538709594974,0.0032915497786531,0.575715905194958,0.6958224491750414,0.14064614776313253,0.15064777439382981,2015
"Los Angeles-Long Beach-Anaheim, CA Metro Area",Los Angeles,CA,"Los Angeles, CA",California,West,34.05223,-118.24368,26101,470300,34.7,37.2,13154457,0.5561853294286492,0.0670956619494062,0.33725953112317747,0.4694995016878014,0.0019195015043190304,0.4294732956290024,1.1056456969840527,0.16692045897447536,0.1386261705823357,2015
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",Chicago,IL,"Chicago, IL",Illinois,Midwest,41.85003,-87.65005,30321,214400,35.3,37.7,9534008,0.665025559030368,0.16927781054935134,0.1776594901116089,0.47807930348827127,0.005195506443879636,0.6649817159792608,0.9674513462233859,0.13789384275742164,0.14415112720694173,2015
"Dallas-Fort Worth-Arlington, TX Metro Area",Dallas,TX,"Dallas, TX",Texas,South,32.78306,-96.80667,30324,156500,33.4,35.1,6833420,0.6973525701625247,0.1511655949729418,0.1765909310418502,0.5059987621140434,0.003139862616376573,0.6457555660269675,1.1602729995472163,0.14398910062604084,0.1373975256899181,2015
"Houston-The Woodlands-Sugar Land, TX Metro Area",Houston,TX,"Houston, TX",Texas,South,29.76328,-95.36327,29770,149300,32.9,34.6,6346653,0.6566784098642229,0.1711582467168128,0.2266635658196533,0.5070011555618678,0.0033457004818130123,0.5736173066339061,1.1556517857719255,0.15649114580551354,0.1254377701128453,2015
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",Washington,DC,"Washington, DC",District of Columbia,South,38.9072,-77.0369,42428,378400,35.3,37.3,5949403,0.5548521423073878,0.25378042132966955,0.22117311602525497,0.49011334685298247,0.0027638067214475134,0.6788951765412429,1.0274519737954175,0.08173828533720107,0.17042432660890514,2015
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",Miami,FL,"Miami, FL",Florida,South,25.77427,-80.19366,24093,197900,38.9,41.8,5861000,0.7144111926292441,0.21376386282204402,0.38881351305238016,0.4376383093263353,0.005175567309332879,0.4533023374850708,1.0723815143998023,0.16946357276915203,0.132973042142979,2015
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",Philadelphia,PA,"Philadelphia, PA",Pennsylvania,Northeast,39.95234,-75.16379,30998,236600,36.7,39.9,6035680,0.6782234976009331,0.2084943204411102,0.10095200540784137,0.461290899498742,0.004416403785488959,0.7956097738780055,0.9656398715008201,0.12889285051560057,0.14133088566656946,2015
"Atlanta-Sandy Springs-Roswell, GA Metro Area",Atlanta,GA,"Atlanta, GA",Georgia,South,33.749,-84.38798,29020,168100,34.5,36.7,5535837,0.5575160540312152,0.330830008181238,0.13421728277042838,0.48139759590615766,0.006345020635542557,0.7676651245331103,1.067883171546737,0.15313817946590552,0.14902443840019133,2015
"Boston-Cambridge-Newton, MA-NH Metro Area",Boston,MA,"Boston, MA",Massachusetts,Northeast,42.35843,-71.05977,34711,368900,37.2,40,4694565,0.7765156090074373,0.07833526641978543,0.1733417260172135,0.47790187115804644,0.002271775979244083,0.7223474379415346,0.967626263763482,0.10061635103571896,0.17031183932909652,2015
"Phoenix-Mesa-Scottsdale, AZ Metro Area",Phoenix,AZ,"Phoenix, AZ",Arizona,West,33.44838,-112.07404,28436,179100,34.7,36.9,4407915,0.7956235544469438,0.0516668311435225,0.14400844843877433,0.4761963598891038,0.006462692678964998,0.6900055922130984,1.0019953927000345,0.16713752420362007,0.12228933634155831,2015
"San Francisco-Oakland-Hayward, CA Metro Area",San Francisco,CA,"San Francisco, CA",California,West,37.77493,-122.41942,36790,617000,37.7,39.6,4528894,0.529530609460058,0.07840059846841194,0.3004309661475848,0.47478377878607725,0.0017723974109352084,0.5599263307995286,0.84845029667737,0.11090434000000883,0.19395375559684108,2015
"Riverside-San Bernardino-Ontario, CA Metro Area",Riverside,CA,"Riverside, CA",California,West,33.9806,-117.3755,24393,245900,32.4,34.5,4392801,0.6343906769280011,0.07354373667279715,0.21660621548756703,0.5263022464955841,0.004453878060945624,0.5512382646061135,1.0873605028179212,0.1770512709316903,0.07953786206113138,2015
"Detroit-Warren-Dearborn, MI Metro Area",Detroit,MI,"Detroit, MI",Michigan,Midwest,42.33143,-83.04575,27097,127500,38.3,41,4296416,0.7007594236684715,0.22468448120479953,0.09135567877970849,0.45576831025383835,0.005725004282639297,0.8217018556862278,0.9861703432699038,0.1660118573248028,0.11894076365044726,2015
"Seattle-Tacoma-Bellevue, WA Metro Area",Seattle,WA,"Seattle, WA",Washington,West,47.60621,-122.33207,35167,321400,36.1,37.9,3614361,0.7180693904123024,0.0557077724112229,0.17257573330389522,0.4870182682011412,0.0035820992977735207,0.7274951229276766,0.9513963847001758,0.11157241902510569,0.171124024412614,2015
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",Minneapolis,MN,"Minneapolis, MN",Minnesota,Midwest,44.97997,-93.26384,34296,213900,35.7,37.5,3458790,0.8068529745951619,0.07580945937741233,0.0993133436837738,0.5046107037271572,0.0032109494938981553,0.8062279005085593,1.1111814717531165,0.10146901083905065,0.1748484296531446,2015
"San Diego-Carlsbad, CA Metro Area",San Diego,CA,"San Diego, CA",California,West,32.71533,-117.15726,29853,429600,33.7,36.5,3223096,0.7085169042436217,0.05065812498293566,0.23534111301680125,0.49617833638134196,0.0027107476786294915,0.5847256799052836,1.1034293981576684,0.14113014319151523,0.1459277042942562,2015
"Tampa-St. Petersburg-Clearwater, FL Metro Area",Tampa,FL,"Tampa, FL",Florida,South,27.94752,-82.45843,25891,144600,40.5,43.1,2888458,0.7889309797822921,0.119985819423374,0.12847339306993558,0.4425137996387607,0.007208690588542399,0.7579732854000301,0.9335609484409005,0.1533157137822326,0.12631030120569522,2015
"Denver-Aurora-Lakewood, CO Metro Area",Denver,CO,"Denver, CO",Colorado,West,39.73915,-104.9847,33578,267000,35.3,36.9,2703972,0.8184774102690412,0.05578090305668846,0.12226273053123331,0.47876169630065357,0.0027736973607714872,0.7468557366718295,1.0658495369459642,0.11415132996939317,0.17543192015301934,2015
"St. Louis, MO-IL Metro Area",St. Louis,MO,"St. Louis, MO",Missouri,Midwest,38.62727,-90.19789,29137,157100,37.1,40.1,2801914,0.7641590712634292,0.18253736552942024,0.044655903071971516,0.4731096651313693,0.005955214899529393,0.8805959069407555,1.0410375206396107,0.12840008651229123,0.1326396884415439,2015
"Baltimore-Columbia-Towson, MD Metro Area",Baltimore,MD,"Baltimore, MD",Maryland,South,39.29038,-76.61219,35098,277500,36.6,39.6,2769818,0.6157985831560052,0.2887604889563141,0.09643666118134837,0.4584555616455276,0.005005021990614545,0.829104655973786,1.0576303275461445,0.10726228221493253,0.14276172658275743,2015
"Charlotte-Concord-Gastonia, NC-SC Metro Area",Charlotte,NC,"Charlotte, NC",North Carolina,South,35.22709,-80.84313,27344,166000,35.7,38,2338792,0.6882399118861361,0.22154727739790456,0.09473651355058509,0.4927855847089966,0.004941012283264181,0.8119619016996809,1.0621168327942363,0.14697459201160257,0.14582271531628294,2015
"Orlando-Kissimmee-Sanford, FL Metro Area",Orlando,FL,"Orlando, FL",Florida,South,28.53834,-81.37924,24455,157900,35.4,38,2277816,0.7143505006550134,0.1627752197719219,0.16661925282814766,0.4769722664902627,0.005889413367892753,0.6526409508055084,1.118724378827515,0.16057881760423143,0.1293835849778911,2015
"San Antonio-New Braunfels, TX Metro Area",San Antonio,TX,"San Antonio, TX",Texas,South,29.4241,-98.4936,25492,138400,32.9,35.7,2286702,0.7971086744140689,0.0664708387887884,0.1169855101364323,0.4851324320197695,0.003709709441807459,0.5832613956693964,1.1206200818341736,0.15787671502452003,0.10974014104155241,2015
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",Portland,OR,"Portland, OR",Oregon,West,45.5051,-122.675,29663,270700,36.7,38.3,2320323,0.8196746746034927,0.028329676514864524,0.1252325646041521,0.4882544716006419,0.003238773222521175,0.7710848877505416,0.9342518801528706,0.13428389064798307,0.15541284553917709,2015
"Pittsburgh, PA Metro Area",Pittsburgh,PA,"Pittsburgh, PA",Pennsylvania,Northeast,40.44062,-79.99589,27350,132500,41,44.6,2358926,0.8727692178559225,0.08200935510482313,0.03614483879528226,0.46787262410718067,0.004973025860073609,0.9003300654619941,0.9193038581090485,0.1203679131943944,0.138250627616127,2015
"Sacramento--Roseville--Arden-Arcade, CA Metro Area",Sacramento,CA,"Sacramento, CA",California,West,38.58157,-121.4944,28428,286500,35.3,38,2221525,0.663830026670868,0.07127401222133445,0.18053454271277614,0.4815457858455594,0.003585374911378445,0.6772703435702951,0.9544493718128046,0.1589885326521196,0.13340700644827314,2015
"Cincinnati, OH-KY-IN Metro Area",Cincinnati,OH,"Cincinnati, OH",Ohio,Midwest,39.162,-84.45689,28399,153400,36.2,38.8,2139466,0.8260145288590705,0.1219519263218018,0.04266111263277846,0.48341698280860457,0.005058271550003599,0.8796279071506629,1.0605290763469106,0.13800780194684095,0.13013013527674663,2015
"San Juan-Carolina-Caguas, PR Metro Area",San Juan,PR,"San Juan, PR",NA,South,18.4655,-66.1057,13699,134100,36.5,40.4,2263582,0.6780319864710004,0.10298323630422931,0.03876687480285671,0.39097025843508654,0.008666794487674845,0.052455797934424286,0.737363423238761,0.41235263401104977,0.12502308288367728,2015
"Las Vegas-Henderson-Paradise, NV Metro Area",Las Vegas,NV,"Las Vegas, NV",Nevada,West,36.17497,-115.13722,27314,170400,35.9,37,2035572,0.6375048389347073,0.1083685568479032,0.21890898479641102,0.4381306543206809,0.0053773583051839975,0.6166350293676667,1.0501403831341467,0.1549235300937525,0.10071124971261149,2015
"Kansas City, MO-KS Metro Area",Kansas City,MO,"Kansas City, MO",Missouri,Midwest,39.11417,-94.62746,30539,159500,35.7,38.1,2055675,0.7892254369002882,0.12497063008500857,0.06458267965510112,0.4837908135652961,0.004091113624478578,0.8418446495676603,1.0893720682289447,0.12404927821761709,0.14617388449049581,2015
"Cleveland-Elyria, OH Metro Area",Cleveland,OH,"Cleveland, OH",Ohio,Midwest,41.4993,-81.6944,26850,138900,39.4,42.6,2064483,0.7424188041267474,0.19986117589730698,0.05716976114601089,0.42954054232616967,0.005343710749858439,0.8503717395590082,0.960272909174996,0.15208795616142154,0.12336260458429543,2015
